,1,6,19,20,39,41,42,43,45,49,50,52,54,56,62,68,71,78,101,129,133,145,150,175,197,200,202,203,206,209,211,215,217,224,232,233,249,268,270,271,273,278,281,282,288,289,323,324,325,376,377,391,397,400,402,403,405,407,408,415,438,447,453,546,945,1127
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
2,0.0,0.0,0.0,0.0,24.0,0.0,0.0,459.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,115.0,0
3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
4,0.0,0.0,0.0,52.0,0.0,15.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,103.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,18.0,649.0,0.0,405.0,0.0,0.0,0.0,176.0,0.0,0.0,56.0,0.0,0.0,45.0,0.0,0.0,2.0,6.0,123.0,0.0,6.0,0.0,5.0,0.0,5.0,0.0,169.0,0.0,0,0.0,2.0,0
5,0.0,0.0,0.0,52.6667,0.0,0.0,0.0,0.0,48.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6667,2.5,1.0,7.0,59.0,1.5,0.0,30.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,3.0,262.0,0.0,17.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,14.0,346.0,1.0,2.0,0.0,0.0,16.0,144.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0.0,0.0,0
6,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,0.0,54.0,0.0,0.0,0.0,44.0,0.0,0.0,7.0,0.0,14.0,3.0,96.0,0.0,0.0,1.0,449.0,0.0,15.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0,0.0,0.0,0
7,0.0,0.0,0.0,11.0,0.0,0.0,0.0,400.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,2.0,97.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,245.0,0.0,22.0,0.0,0.0,0.0,135.0,0.0,549.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
8,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,7.0,178.0,0.0,5.0,0.0,1.0,0.0,60.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3.0,6.0,0.0,26.0,2.0,18.0,0.0,4.0,0.0,0,0.0,0.0,0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0,2.0,136.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,12.0,801.0,1.0,12.0,0.0,0.0,8.0,20.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0
